id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1432027801035999390,Chic Loft Facing Neo-Gothic Church,676641685,Kubilay,,Rabot  - Blaisantvest,51.0633678705221,3.709933860856484,Entire home/apt,257,1,0,,,2,304,0,
1432063010676765905,The best location in Ghent - top view!,21714502,Anna,,Binnenstad,51.05352990860161,3.723911242327884,Entire home/apt,118,1,8,2025-09-24,2.45,2,125,8,
1434873723513004658,City center studio apartment,698948915,Ahmed,,Binnenstad,51.052947934095194,3.7319340336921725,Entire home/apt,,1,10,2025-08-23,3.06,1,0,10,
1435249394388127133,‘t klein Begijntje,699137806,Geert,,Elisabethbegijnhof - Papegaai,51.056207340818325,3.710844042552975,Entire home/apt,78,2,18,2025-09-21,5.24,1,332,18,
1435331709175347596,Modern Duplex Near City Center!,364513429,Charlotte,,Wondelgem,51.07944820927586,3.7105949918056593,Private room,73,2,4,2025-09-14,1.24,1,85,4,
1436970637026537862,Gezellige kamer vlak bij Gent,69746914,Eva,,Sint Amandsberg,51.06568,3.75995,Private room,41,1,4,2025-08-02,1.74,1,313,4,
1437604995134891822,"Family Home with Garden, Workspace & Gym",671843837,Eduard,,Rabot  - Blaisantvest,51.06382,3.71323,Entire home/apt,118,1,12,2025-09-10,3.27,3,150,12,
1438271135467111133,Apartment Gent historic center,5098953,Mathieu,,Binnenstad,51.0576406,3.7263248,Entire home/apt,,1,14,2025-08-30,4.33,1,0,14,
1438998535844621722,Sfeervolle kamer in stijlvol appartement,52248992,David,,Sint Amandsberg,51.07019,3.7562,Private room,58,2,11,2025-09-21,4.40,1,360,11,
1439842185519114952,Appartement in Ghent,71951997,Valerie,,Stationsbuurt Noord,51.04251,3.70673,Entire home/apt,122,2,1,2025-07-27,0.48,1,353,1,
1440378016451998051,Urban Loft in historical center of Ghent,29115729,Julie,,Binnenstad,51.04951702059081,3.7287712670734208,Entire home/apt,233,1,6,2025-09-14,2.61,1,39,6,
1440406034900666943,Family-friendly city life studio in Ghent,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,119,1,3,2025-07-24,0.96,8,167,3,
1441775269396181621,Trendy Room The Heart of Ghent's Cultural Scene,651961264,Danesh,,Binnenstad,51.05336,3.72658,Entire home/apt,76,1,6,2025-09-12,1.89,14,346,6,
1442033655135358029,Stijlvolle gezinswoning,700898871,Lotte,,Dampoort,51.04858,3.75135,Entire home/apt,227,1,3,2025-09-07,1.45,1,270,3,
1442606300765004854,Marilyn's Place,15512069,Els,,Binnenstad,51.0572108,3.730969899999999,Entire home/apt,118,2,9,2025-09-22,2.97,1,204,9,
1444135595793564972,Apartment - Ghent - Penthouse,659835178,Cansukan Aram,,Binnenstad,51.03948671136638,3.7309520848006623,Entire home/apt,,2,0,,,1,364,0,
1444409651354302583,ruime moderne kamer in het centrum!,509122864,Maya,,Elisabethbegijnhof - Papegaai,51.0551869,3.7191075,Private room,,2,4,2025-09-19,1.94,1,0,4,
1446564797557574017,Modern appartement in Gent!,700080710,Sven,,Stationsbuurt Noord,51.0353401,3.723948999999999,Entire home/apt,111,2,9,2025-09-21,3.46,1,256,9,
1446857763578113847,Huisje in hartje Gent,212230156,Karen,,Brugse Poort - Rooigem,51.06096,3.69728,Entire home/apt,121,1,7,2025-09-07,3.04,1,25,7,
1447659780449107757,Duplex centrum Gent met Garage,700537226,Louise,,Binnenstad,51.0478607,3.7245026,Entire home/apt,319,2,3,2025-08-21,1.18,1,227,3,
1447680135468333512,Central 2-BR Gem in Ghent,702174620,Eduard,,Binnenstad,51.04913,3.73302,Entire home/apt,114,1,76,2025-09-15,2.69,1,362,35,
